1.083597981,0.1,1204.981918
1.113132303,0.1,1225.917454
1.142666626,0.1,1245.576432
1.172200948,0.1,1256.0442
1.201735271,0.1,1265.490722
1.231269593,0.1,1274.426621
1.260803916,0.1,1283.617832
1.290338238,0.1,1293.064354
1.319872561,0.1,1299.957762
1.349406883,0.1,1304.808679
1.378941206,0.1,1309.914907
1.408475528,0.1,1315.021135
1.438009851,0.1,1320.127364
1.467544173,0.1,1325.233592
1.497078496,0.1,1330.595131
1.526612818,0.1,1335.70136
1.556147141,0.1,1340.552276
1.585681463,0.1,1345.403193
1.615215786,0.1,1349.232864
1.644750108,0.1,1353.317847
1.674284431,0.1,1355.61565
1.703818753,0.1,1359.700632
1.733353076,0.1,1363.01968
1.762887398,0.1,1365.828106
1.79242172,0.1,1369.913088
1.821956043,0.1,1372.210891
1.851490365,0.1,1376.295874
1.881024688,0.1,1379.359611
1.91055901,0.1,1382.423348
1.940093333,0.1,1386.50833
1.969627655,0.1,1388.806133
1.989764693,0.1,1391.997525
2.05,0.1,1391.997525
1.073625352,1,1665.016605
1.094337734,1,1757.475808
1.123872057,1,1797.559699
1.153406379,1,1818.750546
1.182940702,1,1836.877656
1.212475024,1,1852.196341
1.242009347,1,1862.153486
1.271543669,1,1871.85532
1.301077992,1,1882.067776
1.330612314,1,1891.769609
1.360146637,1,1900.194886
1.389680959,1,1906.832983
1.419215282,1,1912.960456
1.448749604,1,1919.08793
1.478283927,1,1925.470716
1.507818249,1,1931.598189
1.537352572,1,1937.725663
1.566886894,1,1943.853137
1.596421217,1,1949.725299
1.625955539,1,1953.810282
1.655489862,1,1958.405887
1.685024184,1,1963.001493
1.714558507,1,1967.852409
1.744092829,1,1972.192703
1.773627152,1,1976.277686
1.803161474,1,1980.873291
1.832695797,1,1985.468897
1.862230119,1,1990.064502
1.891764442,1,1994.404796
1.921298764,1,1998.234467
1.950833087,1,2002.574761
1.980367409,1,2005.127875
2.05,1,2005.127875
1.07795961,10,2445.15709
1.105077488,10,2525.452528
1.134611811,10,2562.217371
1.164146133,10,2586.982578
1.193680456,10,2606.896867
1.223214778,10,2620.938995
1.252749101,10,2635.491745
1.282283423,10,2649.278561
1.311817746,10,2659.235706
1.341352068,10,2668.426917
1.37088639,10,2678.128751
1.400420713,10,2686.809339
1.429955035,10,2696.511172
1.459489358,10,2703.915203
1.48902368,10,2711.319234
1.518558003,10,2717.957331
1.548092325,10,2724.595427
1.577626648,10,2730.978212
1.60716097,10,2737.616309
1.636695293,10,2745.02034
1.666229615,10,2751.147814
1.695763938,10,2756.254042
1.72529826,10,2761.36027
1.754832583,10,2766.72181
1.784366905,10,2772.338661
1.813901228,10,2777.7002
1.84343555,10,2782.806429
1.872969873,10,2788.167968
1.902504195,10,2793.274196
1.932038518,10,2798.635736
1.96157284,10,2802.720719
1.985737286,10,2806.039767
2.05,10,2806.039767
