2600.422168,0.062318371,389988.1895,194994.0948
2688.184449,0.057235898,358182.0912,179091.0456
2778.90864,0.052567935,328969.9891,164484.9946
2872.694704,0.048016402,300486.5088,150243.2544
2969.645976,0.043499347,272218.7919,136109.396
3069.869281,0.039084116,244588.2861,122294.143
3173.475046,0.035020794,219160.0282,109580.0141
3280.577428,0.030952262,193699.1671,96849.58354
3391.294434,0.027132088,169792.5324,84896.26622
3505.748055,0.0235884,147616.1402,73808.07011
3624.064399,0.020117348,125894.3099,62947.15495
3746.37383,0.01673849,104749.4228,52374.71142
3862.113643,0.013919494,87108.15282,43554.07641
3970.431606,0.011461459,71725.78044,35862.89022
4070.512782,0.009406459,58865.59409,29432.79704
4161.589693,0.007562641,47326.98604,23663.49302
4237.088109,0.006055263,37893.81913,18946.90957
4278.306849,0.005157145,32273.39884,16136.69942
4347.496878,0.00410212,25671.05852,12835.52926
4386.14852,0.003407523,21324.27131,10662.13565
4444.771253,0.002682309,16785.88378,8392.941892
