0.136901477,6060.890196
0.142799642,6060.688986
0.1548417,6060.485607
0.16073983,6060.284369
0.173188453,6059.886231
0.183899701,6060.077299
0.201339989,6059.677267
0.21505802,6059.473592
0.215685642,6059.076744
0.220958959,6059.274629
0.23276277,6058.878269
0.239221024,6058.67812
0.245148293,6058.478932
0.257201352,6058.284463
0.263131847,6058.085732
0.274568176,6057.889584
0.276563367,6057.695244
0.294859388,6057.49264
0.332063845,6057.262778
0.336215794,6057.041176
0.38439491,6056.817324
0.402056142,6056.601645
0.450983684,6056.403167
0.529519644,6056.199113
0.616436376,6055.994316
0.702252365,6055.803139
0.82493549,6055.602003
0.959186947,6055.411214
1.080788511,6055.182002
1.255554713,6054.987712
1.401722897,6054.799802
1.505975168,6054.605844
1.65698078,6054.400501
1.792894854,6054.21255
1.939905813,6054.022796
2.093376619,6053.817013
2.318044973,6053.618668
2.474009018,6053.448405
2.692110509,6053.280091
2.962014198,6053.1065
3.233214995,6052.906273
3.599377694,6052.724656
3.934858559,6052.639688
4.075165662,6052.552272
4.44658601,6052.458073
4.699708985,6052.332027
5.103153633,6052.263663
5.350684841,6052.139828
5.750871367,6052.076446
6.12494511,6051.971497
6.505892621,6051.858129
6.873440944,6051.733973
7.273710719,6051.649512
7.665053108,6051.536164
8.024084375,6051.433876
8.44836262,6051.332835
8.804816949,6051.206694
9.171463472,6051.089668
9.554820806,6050.911622
9.811892953,6050.782228
9.86649816,6050.586914
9.89083974,6050.3887
9.915154282,6050.168586
9.91814923,6049.038262
9.920327536,6049.380197
9.920568578,6049.575442
9.92080962,6049.770686
9.921050662,6049.96593
