0,0.677
0.2,0.721
0.4,0.733
0.6,0.744
0.8,0.754
1,0.764
1.2,0.775
1.4,0.786
1.6,0.797
1.8,0.808
2,0.82
2.2,0.831
2.4,0.844
2.6,0.856
2.8,0.869
3,0.882
3.2,0.896
3.4,0.91
3.6,0.924
3.8,0.939
4,0.954
4.2,0.97
4.4,0.986
4.6,1.003
